PDF,Seite,Leitidee,Stufe,Begriff,Anzahl
Zahlenbuch 6.pdf,106,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,2
Zahlenbuch 6.pdf,106,Natürliche Umwelt und Ressourcen,Stufe 1,Leben,1
Zahlenbuch 6.pdf,106,Natürliche Umwelt und Ressourcen,Stufe 1,Wetter,1
Zahlenbuch 6.pdf,106,"Politik, Demokratie und Menschenrechte",Stufe 1,Freiheit,1
Zahlenbuch 6.pdf,106,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,1
Zahlenbuch 6.pdf,106,"Politik, Demokratie und Menschenrechte",Stufe 3,Mehrheit,2
Zahlenbuch 6.pdf,106,Wirtschaft und Konsum,Stufe 1,Werbung,1
Zahlenbuch 6.pdf,107,Geschlechter und Gleichstellung,Stufe 2,Anteil,1
Zahlenbuch 6.pdf,107,Geschlechter und Gleichstellung,Stufe 2,Recht,3
Zahlenbuch 6.pdf,107,Gesundheit,Stufe 1,Rein,1
Zahlenbuch 6.pdf,107,"Politik, Demokratie und Menschenrechte",Stufe 1,Recht,3
Zahlenbuch 6.pdf,107,"Politik, Demokratie und Menschenrechte",Stufe 2,Rechte,3
Zahlenbuch 6.pdf,108,Geschlechter und Gleichstellung,Stufe 2,Bildung,1
Zahlenbuch 6.pdf,108,Geschlechter und Gleichstellung,Stufe 1,Kind,1
Zahlenbuch 6.pdf,108,Geschlechter und Gleichstellung,Stufe 1,Mann,3
Zahlenbuch 6.pdf,108,Geschlechter und Gleichstellung,Stufe 3,Verteilung,1
Zahlenbuch 6.pdf,108,Gesundheit,Stufe 1,Essen,2
Zahlenbuch 6.pdf,108,Gesundheit,Stufe 1,Körper,3
Zahlenbuch 6.pdf,108,Gesundheit,Stufe 1,Rein,2
Zahlenbuch 6.pdf,108,Globale Entwicklung und Frieden,Stufe 3,Bildung,1
Zahlenbuch 6.pdf,108,Globale Entwicklung und Frieden,Stufe 1,Land,1
Zahlenbuch 6.pdf,108,Globale Entwicklung und Frieden,Stufe 2,Verteilung,1
Zahlenbuch 6.pdf,108,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Essen,2
Zahlenbuch 6.pdf,108,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Sprache,2
Zahlenbuch 6.pdf,108,Natürliche Umwelt und Ressourcen,Stufe 2,Landschaft,1
Zahlenbuch 6.pdf,108,Natürliche Umwelt und Ressourcen,Stufe 2,Sonne,1
Zahlenbuch 6.pdf,108,"Politik, Demokratie und Menschenrechte",Stufe 1,Freiheit,1
Zahlenbuch 6.pdf,108,"Politik, Demokratie und Menschenrechte",Stufe 1,Stimme,1
Zahlenbuch 6.pdf,108,"Politik, Demokratie und Menschenrechte",Stufe 2,Verteilung,1
Zahlenbuch 6.pdf,109,Geschlechter und Gleichstellung,Stufe 1,Mann,1
Zahlenbuch 6.pdf,109,Geschlechter und Gleichstellung,Stufe 1,gleich,3
Zahlenbuch 6.pdf,109,Gesundheit,Stufe 1,Alter,2
Zahlenbuch 6.pdf,109,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Brauch,1
Zahlenbuch 6.pdf,109,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,3
Zahlenbuch 6.pdf,109,"Politik, Demokratie und Menschenrechte",Stufe 1,Stimme,1
Zahlenbuch 6.pdf,110,Geschlechter und Gleichstellung,Stufe 1,gleich,4
Zahlenbuch 6.pdf,110,Gesundheit,Stufe 1,Rein,2
Zahlenbuch 6.pdf,110,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Art,1
Zahlenbuch 6.pdf,110,Natürliche Umwelt und Ressourcen,Stufe 2,Arten,1
Zahlenbuch 6.pdf,110,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,1
Zahlenbuch 6.pdf,110,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,4
Zahlenbuch 6.pdf,110,"Politik, Demokratie und Menschenrechte",Stufe 1,Stimme,1
Zahlenbuch 6.pdf,110,Wirtschaft und Konsum,Stufe 1,Geld,2
Zahlenbuch 6.pdf,110,Wirtschaft und Konsum,Stufe 2,Kunde,1
Zahlenbuch 6.pdf,111,Geschlechter und Gleichstellung,Stufe 1,Mann,2
Zahlenbuch 6.pdf,111,Geschlechter und Gleichstellung,Stufe 3,Quote,1
Zahlenbuch 6.pdf,111,Geschlechter und Gleichstellung,Stufe 2,Recht,2
Zahlenbuch 6.pdf,111,Geschlechter und Gleichstellung,Stufe 1,gleich,6
Zahlenbuch 6.pdf,111,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,6
Zahlenbuch 6.pdf,111,"Politik, Demokratie und Menschenrechte",Stufe 3,Mehrheit,2
Zahlenbuch 6.pdf,111,"Politik, Demokratie und Menschenrechte",Stufe 1,Recht,2
Zahlenbuch 6.pdf,111,"Politik, Demokratie und Menschenrechte",Stufe 2,Rechte,2
Zahlenbuch 6.pdf,111,"Politik, Demokratie und Menschenrechte",Stufe 1,Regeln,1
Zahlenbuch 6.pdf,111,Wirtschaft und Konsum,Stufe 1,Produkt,1
Zahlenbuch 6.pdf,111,Wirtschaft und Konsum,Stufe 2,Produktion,1
Zahlenbuch 6.pdf,111,Wirtschaft und Konsum,Stufe 3,Produktion,1
Zahlenbuch 6.pdf,112,Geschlechter und Gleichstellung,Stufe 1,Mann,1
Zahlenbuch 6.pdf,112,Gesundheit,Stufe 1,Essen,1
Zahlenbuch 6.pdf,112,Gesundheit,Stufe 1,Rein,9
Zahlenbuch 6.pdf,112,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Essen,1
Zahlenbuch 6.pdf,112,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 2,Werte,1
Zahlenbuch 6.pdf,112,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,2
Zahlenbuch 6.pdf,112,"Politik, Demokratie und Menschenrechte",Stufe 1,System,1
Zahlenbuch 6.pdf,112,"Politik, Demokratie und Menschenrechte",Stufe 1,Wert,1
Zahlenbuch 6.pdf,113,Geschlechter und Gleichstellung,Stufe 2,Recht,2
Zahlenbuch 6.pdf,113,Geschlechter und Gleichstellung,Stufe 1,gleich,1
Zahlenbuch 6.pdf,113,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,1
Zahlenbuch 6.pdf,113,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,1
Zahlenbuch 6.pdf,113,"Politik, Demokratie und Menschenrechte",Stufe 1,Recht,2
Zahlenbuch 6.pdf,113,"Politik, Demokratie und Menschenrechte",Stufe 2,Rechte,2
Zahlenbuch 6.pdf,113,Wirtschaft und Konsum,Stufe 1,Produkt,1
Zahlenbuch 6.pdf,113,Wirtschaft und Konsum,Stufe 2,Produktion,1
Zahlenbuch 6.pdf,113,Wirtschaft und Konsum,Stufe 3,Produktion,1
Zahlenbuch 6.pdf,114,Geschlechter und Gleichstellung,Stufe 2,Anteil,1
Zahlenbuch 6.pdf,114,Geschlechter und Gleichstellung,Stufe 2,Recht,2
Zahlenbuch 6.pdf,114,Geschlechter und Gleichstellung,Stufe 1,gleich,2
Zahlenbuch 6.pdf,114,Gesundheit,Stufe 1,Alter,2
Zahlenbuch 6.pdf,114,Gesundheit,Stufe 1,Körper,1
Zahlenbuch 6.pdf,114,Gesundheit,Stufe 1,Rein,1
Zahlenbuch 6.pdf,114,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,2
Zahlenbuch 6.pdf,114,"Politik, Demokratie und Menschenrechte",Stufe 1,Recht,2
Zahlenbuch 6.pdf,114,"Politik, Demokratie und Menschenrechte",Stufe 2,Rechte,2
Zahlenbuch 6.pdf,115,Geschlechter und Gleichstellung,Stufe 1,Mann,1
Zahlenbuch 6.pdf,115,Geschlechter und Gleichstellung,Stufe 3,Quote,1
Zahlenbuch 6.pdf,115,Geschlechter und Gleichstellung,Stufe 2,Recht,1
Zahlenbuch 6.pdf,115,Geschlechter und Gleichstellung,Stufe 1,gleich,4
Zahlenbuch 6.pdf,115,Gesundheit,Stufe 1,Alter,2
Zahlenbuch 6.pdf,115,Gesundheit,Stufe 1,Körper,2
Zahlenbuch 6.pdf,115,Gesundheit,Stufe 1,Rein,1
Zahlenbuch 6.pdf,115,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,2
Zahlenbuch 6.pdf,115,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,4
Zahlenbuch 6.pdf,115,"Politik, Demokratie und Menschenrechte",Stufe 1,Recht,1
Zahlenbuch 6.pdf,115,"Politik, Demokratie und Menschenrechte",Stufe 2,Rechte,1
Zahlenbuch 6.pdf,115,Wirtschaft und Konsum,Stufe 1,Produkt,1
Zahlenbuch 6.pdf,115,Wirtschaft und Konsum,Stufe 2,Produktion,1
Zahlenbuch 6.pdf,115,Wirtschaft und Konsum,Stufe 3,Produktion,1
Zahlenbuch 6.pdf,116,Geschlechter und Gleichstellung,Stufe 2,Recht,2
Zahlenbuch 6.pdf,116,Geschlechter und Gleichstellung,Stufe 1,gleich,1
Zahlenbuch 6.pdf,116,Gesundheit,Stufe 1,Rein,3
Zahlenbuch 6.pdf,116,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 2,Werte,3
Zahlenbuch 6.pdf,116,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,1
Zahlenbuch 6.pdf,116,"Politik, Demokratie und Menschenrechte",Stufe 3,Mehrheit,1
Zahlenbuch 6.pdf,116,"Politik, Demokratie und Menschenrechte",Stufe 1,Recht,2
Zahlenbuch 6.pdf,116,"Politik, Demokratie und Menschenrechte",Stufe 2,Rechte,2
Zahlenbuch 6.pdf,116,"Politik, Demokratie und Menschenrechte",Stufe 1,Wert,3
Zahlenbuch 6.pdf,117,Geschlechter und Gleichstellung,Stufe 1,Mann,2
Zahlenbuch 6.pdf,117,Geschlechter und Gleichstellung,Stufe 1,gleich,1
Zahlenbuch 6.pdf,117,Gesundheit,Stufe 1,Alter,1
Zahlenbuch 6.pdf,117,Gesundheit,Stufe 1,Rein,1
Zahlenbuch 6.pdf,117,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,1
Zahlenbuch 6.pdf,117,Wirtschaft und Konsum,Stufe 1,Produkt,2
Zahlenbuch 6.pdf,117,Wirtschaft und Konsum,Stufe 2,Produktion,2
Zahlenbuch 6.pdf,117,Wirtschaft und Konsum,Stufe 3,Produktion,2
Zahlenbuch 6.pdf,118,Geschlechter und Gleichstellung,Stufe 2,Recht,1
Zahlenbuch 6.pdf,118,Gesundheit,Stufe 1,Alter,1
Zahlenbuch 6.pdf,118,Gesundheit,Stufe 1,Essen,2
Zahlenbuch 6.pdf,118,Gesundheit,Stufe 1,Körper,1
Zahlenbuch 6.pdf,118,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Essen,2
Zahlenbuch 6.pdf,118,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 2,Werte,1
Zahlenbuch 6.pdf,118,"Politik, Demokratie und Menschenrechte",Stufe 1,Recht,1
Zahlenbuch 6.pdf,118,"Politik, Demokratie und Menschenrechte",Stufe 2,Rechte,1
Zahlenbuch 6.pdf,118,"Politik, Demokratie und Menschenrechte",Stufe 1,Wert,1
Zahlenbuch 6.pdf,120,Geschlechter und Gleichstellung,Stufe 1,Arbeit,1
Zahlenbuch 6.pdf,120,Geschlechter und Gleichstellung,Stufe 2,Arbeit,1
Zahlenbuch 6.pdf,120,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,1
Zahlenbuch 6.pdf,120,Geschlechter und Gleichstellung,Stufe 2,Bildung,6
Zahlenbuch 6.pdf,120,Geschlechter und Gleichstellung,Stufe 1,Kind,1
Zahlenbuch 6.pdf,120,Geschlechter und Gleichstellung,Stufe 1,Mann,6
Zahlenbuch 6.pdf,120,Geschlechter und Gleichstellung,Stufe 1,Person,2
Zahlenbuch 6.pdf,120,Geschlechter und Gleichstellung,Stufe 2,Recht,4
Zahlenbuch 6.pdf,120,Gesundheit,Stufe 1,Alter,4
Zahlenbuch 6.pdf,120,Gesundheit,Stufe 1,Rein,3
Zahlenbuch 6.pdf,120,Gesundheit,Stufe 1,Sport,2
Zahlenbuch 6.pdf,120,Globale Entwicklung und Frieden,Stufe 3,Bildung,6
Zahlenbuch 6.pdf,120,Globale Entwicklung und Frieden,Stufe 2,Entwicklung,1
Zahlenbuch 6.pdf,120,Globale Entwicklung und Frieden,Stufe 1,Handel,1
Zahlenbuch 6.pdf,120,Globale Entwicklung und Frieden,Stufe 2,Handel,1
Zahlenbuch 6.pdf,120,Globale Entwicklung und Frieden,Stufe 1,Land,1
Zahlenbuch 6.pdf,120,Globale Entwicklung und Frieden,Stufe 1,Region,1
Zahlenbuch 6.pdf,120,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Art,6
Zahlenbuch 6.pdf,120,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 2,Werte,1
Zahlenbuch 6.pdf,120,Natürliche Umwelt und Ressourcen,Stufe 2,Arten,6
Zahlenbuch 6.pdf,120,Natürliche Umwelt und Ressourcen,Stufe 1,Berg,4
Zahlenbuch 6.pdf,120,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,2
Zahlenbuch 6.pdf,120,Natürliche Umwelt und Ressourcen,Stufe 2,Landschaft,1
Zahlenbuch 6.pdf,120,Natürliche Umwelt und Ressourcen,Stufe 2,Stein,1
Zahlenbuch 6.pdf,120,Natürliche Umwelt und Ressourcen,Stufe 1,Wetter,5
Zahlenbuch 6.pdf,120,"Politik, Demokratie und Menschenrechte",Stufe 2,Beteiligung,1
Zahlenbuch 6.pdf,120,"Politik, Demokratie und Menschenrechte",Stufe 3,Beteiligung,1
Zahlenbuch 6.pdf,120,"Politik, Demokratie und Menschenrechte",Stufe 1,Freiheit,2
Zahlenbuch 6.pdf,120,"Politik, Demokratie und Menschenrechte",Stufe 1,Macht,1
Zahlenbuch 6.pdf,120,"Politik, Demokratie und Menschenrechte",Stufe 1,Recht,4
Zahlenbuch 6.pdf,120,"Politik, Demokratie und Menschenrechte",Stufe 2,Rechte,4
Zahlenbuch 6.pdf,120,"Politik, Demokratie und Menschenrechte",Stufe 1,System,1
Zahlenbuch 6.pdf,120,"Politik, Demokratie und Menschenrechte",Stufe 1,Wert,1
Zahlenbuch 6.pdf,120,Wirtschaft und Konsum,Stufe 1,Arbeit,1
Zahlenbuch 6.pdf,120,Wirtschaft und Konsum,Stufe 1,Handel,1
Zahlenbuch 6.pdf,120,Wirtschaft und Konsum,Stufe 2,Handel,1
Zahlenbuch 6.pdf,120,Wirtschaft und Konsum,Stufe 1,Werbung,4
Zahlenbuch 6.pdf,121,Geschlechter und Gleichstellung,Stufe 1,Person,1
Zahlenbuch 6.pdf,121,Geschlechter und Gleichstellung,Stufe 2,Recht,3
Zahlenbuch 6.pdf,121,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Brauch,1
Zahlenbuch 6.pdf,121,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Sprache,1
Zahlenbuch 6.pdf,121,Natürliche Umwelt und Ressourcen,Stufe 1,Tier,1
Zahlenbuch 6.pdf,121,"Politik, Demokratie und Menschenrechte",Stufe 1,Recht,3
Zahlenbuch 6.pdf,121,"Politik, Demokratie und Menschenrechte",Stufe 2,Rechte,3
