PDF,Seite,Leitidee,Stufe,Begriff,Exakt,Flexion,Kompositum,Wortteil,Anzahl_Gesamt,Score_Gewichtet
84000_mb1_sb_Livebook_211019.pdf,18,Geschlechter und Gleichstellung,Stufe 1,Mann,0,2,0,0,2,1.5
84000_mb1_sb_Livebook_211019.pdf,18,Geschlechter und Gleichstellung,Stufe 2,Recht,0,1,0,1,2,0.85
84000_mb1_sb_Livebook_211019.pdf,18,Geschlechter und Gleichstellung,Stufe 1,gleich,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,18,Gesundheit,Stufe 1,Rein,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,18,Globale Entwicklung und Frieden,Stufe 1,Land,0,0,2,1,3,1.1
84000_mb1_sb_Livebook_211019.pdf,18,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Art,0,0,0,4,4,0.4
84000_mb1_sb_Livebook_211019.pdf,18,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Wohnen,0,0,1,1,2,0.6
84000_mb1_sb_Livebook_211019.pdf,18,Natürliche Umwelt und Ressourcen,Stufe 2,Arten,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,18,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,18,Natürliche Umwelt und Ressourcen,Stufe 2,Landschaft,0,0,2,1,3,1.1
84000_mb1_sb_Livebook_211019.pdf,18,Natürliche Umwelt und Ressourcen,Stufe 2,Stein,0,0,1,0,1,0.5
"84000_mb1_sb_Livebook_211019.pdf,18,""Politik, Demokratie und Menschenrechte"",Stufe 3,Gleichheit,0,0,1,0,1,0.6"
"84000_mb1_sb_Livebook_211019.pdf,18,""Politik, Demokratie und Menschenrechte"",Stufe 3,Mehrheit,0,0,1,0,1,0.5"
"84000_mb1_sb_Livebook_211019.pdf,18,""Politik, Demokratie und Menschenrechte"",Stufe 1,Recht,0,1,0,1,2,0.85"
"84000_mb1_sb_Livebook_211019.pdf,18,""Politik, Demokratie und Menschenrechte"",Stufe 2,Rechte,0,1,0,1,2,0.85"
"84000_mb1_sb_Livebook_211019.pdf,18,""Politik, Demokratie und Menschenrechte"",Stufe 1,Stimme,0,0,0,3,3,0.3"
"84000_mb1_sb_Livebook_211019.pdf,18,""Politik, Demokratie und Menschenrechte"",Stufe 1,System,0,0,2,1,3,1.1"
84000_mb1_sb_Livebook_211019.pdf,18,Wirtschaft und Konsum,Stufe 1,Tausch,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,18,Wirtschaft und Konsum,Stufe 1,Ware,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,19,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,0,2,0,0,2,1.5
84000_mb1_sb_Livebook_211019.pdf,19,Geschlechter und Gleichstellung,Stufe 2,Bildung,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,19,Geschlechter und Gleichstellung,Stufe 1,Mann,0,2,0,0,2,1.5
84000_mb1_sb_Livebook_211019.pdf,19,Geschlechter und Gleichstellung,Stufe 2,Recht,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,19,Geschlechter und Gleichstellung,Stufe 1,gleich,2,0,0,1,3,2.1
84000_mb1_sb_Livebook_211019.pdf,19,Globale Entwicklung und Frieden,Stufe 3,Bildung,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,19,Globale Entwicklung und Frieden,Stufe 1,Gemeinschaft,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,19,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 2,Gemeinschaft,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,19,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,0,0,0,1,1,0.1
"84000_mb1_sb_Livebook_211019.pdf,19,""Politik, Demokratie und Menschenrechte"",Stufe 3,Gleichheit,0,2,1,0,3,2.1"
"84000_mb1_sb_Livebook_211019.pdf,19,""Politik, Demokratie und Menschenrechte"",Stufe 1,Recht,0,1,0,0,1,0.75"
"84000_mb1_sb_Livebook_211019.pdf,19,""Politik, Demokratie und Menschenrechte"",Stufe 2,Rechte,0,1,0,0,1,0.75"
"84000_mb1_sb_Livebook_211019.pdf,19,""Politik, Demokratie und Menschenrechte"",Stufe 1,Stimme,0,0,3,1,4,1.8"
"84000_mb1_sb_Livebook_211019.pdf,19,""Politik, Demokratie und Menschenrechte"",Stufe 1,System,0,0,1,1,2,0.6"
84000_mb1_sb_Livebook_211019.pdf,20,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,3,0,0,0,3,3.0
84000_mb1_sb_Livebook_211019.pdf,20,Geschlechter und Gleichstellung,Stufe 1,gleich,0,2,0,0,2,1.5
84000_mb1_sb_Livebook_211019.pdf,20,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Art,0,0,0,4,4,0.4
84000_mb1_sb_Livebook_211019.pdf,20,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 2,Werte,0,1,3,2,6,2.55
"84000_mb1_sb_Livebook_211019.pdf,20,""Politik, Demokratie und Menschenrechte"",Stufe 3,Gleichheit,0,2,0,0,2,1.5"
"84000_mb1_sb_Livebook_211019.pdf,20,""Politik, Demokratie und Menschenrechte"",Stufe 1,Stimme,0,0,0,1,1,0.1"
"84000_mb1_sb_Livebook_211019.pdf,20,""Politik, Demokratie und Menschenrechte"",Stufe 1,Wert,1,0,1,4,6,1.9"
84000_mb1_sb_Livebook_211019.pdf,21,Geschlechter und Gleichstellung,Stufe 2,Recht,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,21,Gesundheit,Stufe 1,Rein,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,21,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,0,0,0,2,2,0.2
"84000_mb1_sb_Livebook_211019.pdf,21,""Politik, Demokratie und Menschenrechte"",Stufe 1,Recht,0,1,0,0,1,0.75"
"84000_mb1_sb_Livebook_211019.pdf,21,""Politik, Demokratie und Menschenrechte"",Stufe 2,Rechte,0,1,0,0,1,0.75"
84000_mb1_sb_Livebook_211019.pdf,21,Wirtschaft und Konsum,Stufe 1,Tausch,0,0,2,0,2,1.0
84000_mb1_sb_Livebook_211019.pdf,22,Geschlechter und Gleichstellung,Stufe 2,Bildung,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,22,Geschlechter und Gleichstellung,Stufe 1,Gruppe,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,22,Geschlechter und Gleichstellung,Stufe 1,Mann,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,22,Geschlechter und Gleichstellung,Stufe 3,Unterschied,0,0,2,0,2,1.0
84000_mb1_sb_Livebook_211019.pdf,22,Geschlechter und Gleichstellung,Stufe 1,gleich,0,1,0,1,2,0.85
84000_mb1_sb_Livebook_211019.pdf,22,Globale Entwicklung und Frieden,Stufe 3,Bildung,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,22,Globale Entwicklung und Frieden,Stufe 1,Gruppe,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,22,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Art,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,22,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Fest,1,0,0,0,1,1.0
84000_mb1_sb_Livebook_211019.pdf,22,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Gruppe,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,22,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 3,Unterschiede,0,0,2,0,2,1.0
84000_mb1_sb_Livebook_211019.pdf,22,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 2,Werte,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,22,Natürliche Umwelt und Ressourcen,Stufe 2,Arten,1,0,0,0,1,1.0
84000_mb1_sb_Livebook_211019.pdf,22,Natürliche Umwelt und Ressourcen,Stufe 1,Boden,1,0,0,0,1,1.0
84000_mb1_sb_Livebook_211019.pdf,22,Natürliche Umwelt und Ressourcen,Stufe 2,Boden,1,0,0,0,1,1.0
"84000_mb1_sb_Livebook_211019.pdf,22,""Politik, Demokratie und Menschenrechte"",Stufe 3,Gleichheit,0,1,0,1,2,0.85"
"84000_mb1_sb_Livebook_211019.pdf,22,""Politik, Demokratie und Menschenrechte"",Stufe 1,Gruppe,0,0,1,0,1,0.5"
"84000_mb1_sb_Livebook_211019.pdf,22,""Politik, Demokratie und Menschenrechte"",Stufe 1,Ordnung,0,0,1,0,1,0.5"
"84000_mb1_sb_Livebook_211019.pdf,22,""Politik, Demokratie und Menschenrechte"",Stufe 1,Wert,1,0,0,0,1,1.0"
84000_mb1_sb_Livebook_211019.pdf,22,Wirtschaft und Konsum,Stufe 2,Marke,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,23,Geschlechter und Gleichstellung,Stufe 2,Bildung,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,23,Geschlechter und Gleichstellung,Stufe 1,Mann,0,2,0,0,2,1.5
84000_mb1_sb_Livebook_211019.pdf,23,Geschlechter und Gleichstellung,Stufe 2,Recht,0,0,4,0,4,2.0
84000_mb1_sb_Livebook_211019.pdf,23,Geschlechter und Gleichstellung,Stufe 1,gleich,2,0,0,0,2,2.0
84000_mb1_sb_Livebook_211019.pdf,23,Globale Entwicklung und Frieden,Stufe 3,Bildung,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,23,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Art,0,0,0,3,3,0.3
84000_mb1_sb_Livebook_211019.pdf,23,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 2,Werte,0,2,0,0,2,1.5
84000_mb1_sb_Livebook_211019.pdf,23,Natürliche Umwelt und Ressourcen,Stufe 1,Tier,0,0,0,1,1,0.1
"84000_mb1_sb_Livebook_211019.pdf,23,""Politik, Demokratie und Menschenrechte"",Stufe 3,Gleichheit,0,2,0,0,2,1.5"
"84000_mb1_sb_Livebook_211019.pdf,23,""Politik, Demokratie und Menschenrechte"",Stufe 1,Recht,0,0,4,0,4,2.0"
"84000_mb1_sb_Livebook_211019.pdf,23,""Politik, Demokratie und Menschenrechte"",Stufe 2,Rechte,0,0,4,0,4,2.0"
"84000_mb1_sb_Livebook_211019.pdf,23,""Politik, Demokratie und Menschenrechte"",Stufe 1,Stimme,0,0,0,1,1,0.1"
"84000_mb1_sb_Livebook_211019.pdf,23,""Politik, Demokratie und Menschenrechte"",Stufe 1,Wert,2,0,0,0,2,2.0"
84000_mb1_sb_Livebook_211019.pdf,24,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,0,2,0,0,2,1.5
84000_mb1_sb_Livebook_211019.pdf,24,Geschlechter und Gleichstellung,Stufe 2,Bildung,0,0,0,2,2,0.2
84000_mb1_sb_Livebook_211019.pdf,24,Geschlechter und Gleichstellung,Stufe 1,Mann,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,24,Geschlechter und Gleichstellung,Stufe 2,Recht,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,24,Geschlechter und Gleichstellung,Stufe 1,gleich,1,0,1,3,5,1.8
84000_mb1_sb_Livebook_211019.pdf,24,Gesundheit,Stufe 1,Essen,0,0,1,1,2,0.6
84000_mb1_sb_Livebook_211019.pdf,24,Gesundheit,Stufe 1,Körper,2,0,1,0,3,2.5
84000_mb1_sb_Livebook_211019.pdf,24,Gesundheit,Stufe 1,Rein,0,0,1,1,2,0.6
84000_mb1_sb_Livebook_211019.pdf,24,Globale Entwicklung und Frieden,Stufe 3,Bildung,0,0,0,2,2,0.2
84000_mb1_sb_Livebook_211019.pdf,24,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Essen,0,0,1,1,2,0.6
84000_mb1_sb_Livebook_211019.pdf,24,Natürliche Umwelt und Ressourcen,Stufe 1,Boden,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,24,Natürliche Umwelt und Ressourcen,Stufe 2,Boden,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,24,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,0,0,0,2,2,0.2
84000_mb1_sb_Livebook_211019.pdf,24,Natürliche Umwelt und Ressourcen,Stufe 2,Stein,0,0,0,1,1,0.1
"84000_mb1_sb_Livebook_211019.pdf,24,""Politik, Demokratie und Menschenrechte"",Stufe 3,Gleichheit,0,1,2,2,5,2.05"
"84000_mb1_sb_Livebook_211019.pdf,24,""Politik, Demokratie und Menschenrechte"",Stufe 1,Recht,0,0,1,0,1,0.5"
"84000_mb1_sb_Livebook_211019.pdf,24,""Politik, Demokratie und Menschenrechte"",Stufe 2,Rechte,0,0,1,0,1,0.5"
"84000_mb1_sb_Livebook_211019.pdf,24,""Politik, Demokratie und Menschenrechte"",Stufe 1,Stimme,0,0,0,1,1,0.1"
84000_mb1_sb_Livebook_211019.pdf,24,Wirtschaft und Konsum,Stufe 2,Marke,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,25,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,0,2,0,0,2,1.5
84000_mb1_sb_Livebook_211019.pdf,25,Geschlechter und Gleichstellung,Stufe 2,Bildung,0,0,0,2,2,0.2
84000_mb1_sb_Livebook_211019.pdf,25,Geschlechter und Gleichstellung,Stufe 1,gleich,0,0,0,3,3,0.3
84000_mb1_sb_Livebook_211019.pdf,25,Gesundheit,Stufe 1,Körper,3,0,1,0,4,3.5
84000_mb1_sb_Livebook_211019.pdf,25,Globale Entwicklung und Frieden,Stufe 3,Bildung,0,0,0,2,2,0.2
"84000_mb1_sb_Livebook_211019.pdf,25,""Politik, Demokratie und Menschenrechte"",Stufe 3,Gleichheit,0,0,1,2,3,0.8"
84000_mb1_sb_Livebook_211019.pdf,26,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,0,2,0,0,2,1.5
84000_mb1_sb_Livebook_211019.pdf,26,Geschlechter und Gleichstellung,Stufe 1,Mann,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,26,Geschlechter und Gleichstellung,Stufe 3,Unterschied,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,26,Geschlechter und Gleichstellung,Stufe 1,gleich,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,26,Gesundheit,Stufe 1,Rein,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,26,Globale Entwicklung und Frieden,Stufe 1,Gemeinschaft,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,26,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Art,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,26,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 2,Gemeinschaft,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,26,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 3,Unterschiede,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,26,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 2,Werte,0,1,3,1,5,2.35
84000_mb1_sb_Livebook_211019.pdf,26,Natürliche Umwelt und Ressourcen,Stufe 2,Stein,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,26,Natürliche Umwelt und Ressourcen,Stufe 1,Tier,0,0,0,1,1,0.1
"84000_mb1_sb_Livebook_211019.pdf,26,""Politik, Demokratie und Menschenrechte"",Stufe 2,Gesetz,0,0,2,0,2,1.0"
"84000_mb1_sb_Livebook_211019.pdf,26,""Politik, Demokratie und Menschenrechte"",Stufe 3,Gleichheit,0,0,1,0,1,0.6"
"84000_mb1_sb_Livebook_211019.pdf,26,""Politik, Demokratie und Menschenrechte"",Stufe 1,Stimme,0,0,1,0,1,0.5"
"84000_mb1_sb_Livebook_211019.pdf,26,""Politik, Demokratie und Menschenrechte"",Stufe 1,Wert,0,1,3,1,5,2.35"
84000_mb1_sb_Livebook_211019.pdf,26,Wirtschaft und Konsum,Stufe 1,Tausch,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,27,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,0,2,0,0,2,1.5
84000_mb1_sb_Livebook_211019.pdf,27,Geschlechter und Gleichstellung,Stufe 2,Bildung,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,27,Geschlechter und Gleichstellung,Stufe 1,gleich,0,0,0,2,2,0.2
84000_mb1_sb_Livebook_211019.pdf,27,Gesundheit,Stufe 1,Essen,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,27,Globale Entwicklung und Frieden,Stufe 3,Bildung,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,27,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Essen,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,27,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 2,Werte,0,0,5,0,5,2.5
84000_mb1_sb_Livebook_211019.pdf,27,Natürliche Umwelt und Ressourcen,Stufe 1,Tier,0,0,0,3,3,0.3
"84000_mb1_sb_Livebook_211019.pdf,27,""Politik, Demokratie und Menschenrechte"",Stufe 3,Gleichheit,0,0,0,2,2,0.2"
"84000_mb1_sb_Livebook_211019.pdf,27,""Politik, Demokratie und Menschenrechte"",Stufe 1,Wert,0,0,5,0,5,2.5"
84000_mb1_sb_Livebook_211019.pdf,27,Wirtschaft und Konsum,Stufe 1,Tausch,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,28,Geschlechter und Gleichstellung,Stufe 1,Eltern,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,28,Geschlechter und Gleichstellung,Stufe 1,Rolle,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,28,Geschlechter und Gleichstellung,Stufe 1,gleich,0,1,0,2,3,0.95
84000_mb1_sb_Livebook_211019.pdf,28,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 2,Werte,0,0,3,0,3,1.5
"84000_mb1_sb_Livebook_211019.pdf,28,""Politik, Demokratie und Menschenrechte"",Stufe 3,Gleichheit,0,1,0,2,3,0.95"
"84000_mb1_sb_Livebook_211019.pdf,28,""Politik, Demokratie und Menschenrechte"",Stufe 1,Wert,0,0,3,0,3,1.5"
84000_mb1_sb_Livebook_211019.pdf,29,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,29,Geschlechter und Gleichstellung,Stufe 1,Mann,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,29,Geschlechter und Gleichstellung,Stufe 3,Unterschied,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,29,Geschlechter und Gleichstellung,Stufe 1,gleich,0,1,0,1,2,0.85
84000_mb1_sb_Livebook_211019.pdf,29,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 3,Unterschiede,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,29,Natürliche Umwelt und Ressourcen,Stufe 1,Boden,1,0,0,0,1,1.0
84000_mb1_sb_Livebook_211019.pdf,29,Natürliche Umwelt und Ressourcen,Stufe 2,Boden,1,0,0,0,1,1.0
84000_mb1_sb_Livebook_211019.pdf,29,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,0,0,0,1,1,0.1
"84000_mb1_sb_Livebook_211019.pdf,29,""Politik, Demokratie und Menschenrechte"",Stufe 3,Gleichheit,0,1,1,0,2,1.35"
84000_mb1_sb_Livebook_211019.pdf,29,Wirtschaft und Konsum,Stufe 1,Tausch,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,30,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,4,0,0,0,4,4.0
84000_mb1_sb_Livebook_211019.pdf,30,Geschlechter und Gleichstellung,Stufe 1,Mann,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,30,Geschlechter und Gleichstellung,Stufe 1,gleich,4,7,3,4,18,11.15
84000_mb1_sb_Livebook_211019.pdf,30,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,30,Natürliche Umwelt und Ressourcen,Stufe 1,Tier,0,0,0,1,1,0.1
"84000_mb1_sb_Livebook_211019.pdf,30,""Politik, Demokratie und Menschenrechte"",Stufe 3,Gleichheit,0,11,7,0,18,12.15"
"84000_mb1_sb_Livebook_211019.pdf,30,""Politik, Demokratie und Menschenrechte"",Stufe 1,Ordnung,0,0,7,2,9,3.7"
"84000_mb1_sb_Livebook_211019.pdf,30,""Politik, Demokratie und Menschenrechte"",Stufe 1,Regeln,2,0,0,0,2,2.0"
84000_mb1_sb_Livebook_211019.pdf,31,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,31,Geschlechter und Gleichstellung,Stufe 2,Bildung,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,31,Geschlechter und Gleichstellung,Stufe 3,Unterschied,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,31,Geschlechter und Gleichstellung,Stufe 1,gleich,0,8,1,2,11,6.7
84000_mb1_sb_Livebook_211019.pdf,31,Gesundheit,Stufe 1,Essen,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,31,Globale Entwicklung und Frieden,Stufe 3,Bildung,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,31,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Essen,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,31,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 3,Unterschiede,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,31,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 2,Werte,0,0,3,0,3,1.5
84000_mb1_sb_Livebook_211019.pdf,31,Natürliche Umwelt und Ressourcen,Stufe 1,Tier,0,0,0,3,3,0.3
"84000_mb1_sb_Livebook_211019.pdf,31,""Politik, Demokratie und Menschenrechte"",Stufe 3,Gleichheit,0,8,1,2,11,6.7"
"84000_mb1_sb_Livebook_211019.pdf,31,""Politik, Demokratie und Menschenrechte"",Stufe 3,Mehrheit,0,1,0,0,1,0.75"
"84000_mb1_sb_Livebook_211019.pdf,31,""Politik, Demokratie und Menschenrechte"",Stufe 1,Ordnung,0,1,12,4,17,7.15"
"84000_mb1_sb_Livebook_211019.pdf,31,""Politik, Demokratie und Menschenrechte"",Stufe 1,Wert,0,0,3,0,3,1.5"
84000_mb1_sb_Livebook_211019.pdf,31,Wirtschaft und Konsum,Stufe 1,Tausch,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,32,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,32,Geschlechter und Gleichstellung,Stufe 1,Mann,0,2,0,0,2,1.5
84000_mb1_sb_Livebook_211019.pdf,32,Geschlechter und Gleichstellung,Stufe 3,Unterschied,1,0,1,0,2,1.5
84000_mb1_sb_Livebook_211019.pdf,32,Geschlechter und Gleichstellung,Stufe 1,gleich,0,1,0,1,2,0.85
84000_mb1_sb_Livebook_211019.pdf,32,Globale Entwicklung und Frieden,Stufe 1,Hilfe,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,32,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Brauch,0,0,2,0,2,1.0
84000_mb1_sb_Livebook_211019.pdf,32,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 3,Unterschiede,0,1,1,0,2,1.25
84000_mb1_sb_Livebook_211019.pdf,32,Natürliche Umwelt und Ressourcen,Stufe 2,Stein,0,0,2,3,5,1.3
84000_mb1_sb_Livebook_211019.pdf,32,Natürliche Umwelt und Ressourcen,Stufe 1,Tier,0,0,0,1,1,0.1
"84000_mb1_sb_Livebook_211019.pdf,32,""Politik, Demokratie und Menschenrechte"",Stufe 3,Gleichheit,0,1,1,0,2,1.35"
"84000_mb1_sb_Livebook_211019.pdf,32,""Politik, Demokratie und Menschenrechte"",Stufe 3,Mehrheit,0,1,0,0,1,0.75"
"84000_mb1_sb_Livebook_211019.pdf,32,""Politik, Demokratie und Menschenrechte"",Stufe 1,Ordnung,0,0,1,2,3,0.7"
84000_mb1_sb_Livebook_211019.pdf,33,Geschlechter und Gleichstellung,Stufe 2,Bildung,0,0,1,0,1,0.6
84000_mb1_sb_Livebook_211019.pdf,33,Geschlechter und Gleichstellung,Stufe 1,gleich,1,6,0,2,9,5.7
84000_mb1_sb_Livebook_211019.pdf,33,Globale Entwicklung und Frieden,Stufe 3,Bildung,0,0,1,0,1,0.6
84000_mb1_sb_Livebook_211019.pdf,33,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Art,0,0,0,4,4,0.4
84000_mb1_sb_Livebook_211019.pdf,33,Natürliche Umwelt und Ressourcen,Stufe 2,Arten,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,33,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,0,0,0,2,2,0.2
"84000_mb1_sb_Livebook_211019.pdf,33,""Politik, Demokratie und Menschenrechte"",Stufe 3,Gleichheit,0,7,0,2,9,5.45"
"84000_mb1_sb_Livebook_211019.pdf,33,""Politik, Demokratie und Menschenrechte"",Stufe 3,Mehrheit,0,2,0,0,2,1.5"
"84000_mb1_sb_Livebook_211019.pdf,33,""Politik, Demokratie und Menschenrechte"",Stufe 1,Ordnung,0,1,2,0,3,1.75"
84000_mb1_sb_Livebook_211019.pdf,34,Geschlechter und Gleichstellung,Stufe 1,Familie,1,0,0,0,1,1.0
84000_mb1_sb_Livebook_211019.pdf,34,Geschlechter und Gleichstellung,Stufe 2,Familie,1,0,0,0,1,1.0
84000_mb1_sb_Livebook_211019.pdf,34,Geschlechter und Gleichstellung,Stufe 1,Mann,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,34,Geschlechter und Gleichstellung,Stufe 2,Recht,0,0,3,1,4,1.6
84000_mb1_sb_Livebook_211019.pdf,34,Geschlechter und Gleichstellung,Stufe 3,Unterschied,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,34,Geschlechter und Gleichstellung,Stufe 1,gleich,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,34,Globale Entwicklung und Frieden,Stufe 1,Gemeinschaft,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,34,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Familie,1,0,0,0,1,1.0
84000_mb1_sb_Livebook_211019.pdf,34,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 3,Gemeinsamkeiten,1,0,0,0,1,1.0
84000_mb1_sb_Livebook_211019.pdf,34,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 2,Gemeinschaft,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,34,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 3,Unterschiede,1,0,0,0,1,1.0
"84000_mb1_sb_Livebook_211019.pdf,34,""Politik, Demokratie und Menschenrechte"",Stufe 3,Gleichheit,0,0,0,1,1,0.1"
